L=2,L=1,L=0.1,L=0.01,L=0.001,L=0
2.1321513304750503,2.0893902160820397,2.071530755086183,2.0712294512403746,2.0712176501282005,2.071216550177295
2.1165269478918396,2.0683262962518385,2.0448350876963612,2.0439679687174475,2.04390132031202,2.0438941512254503
2.09984921693623,2.0520831012321405,2.0267040176087305,2.025533735242687,2.0254391179220925,2.025428882862063
2.0905965304082303,2.0427404804162914,2.0157115225305415,2.0142953562263424,2.014179377899392,2.014166827927866
2.0983439031575104,2.0516707652604023,2.0242212915582947,2.0223611518423885,2.0221936607821664,2.0221753167607512
2.079594435843034,2.029820150741076,2.0083463149850775,2.020164419749357,2.022152649683487,2.0223859158231714
2.0833986973585223,2.028847934611965,1.9910813955191882,1.9872967399254338,1.9869226436596998,1.986881238809836
2.085077058171695,2.0346293220633718,1.9908291152903934,1.9837857834446997,1.9829886282256766,1.9828988577553457
2.086167208183595,2.0278479464005774,1.9782308443007264,1.9692190204183138,1.968182385453492,1.9680655122597692
2.066732629572558,2.009549513930643,1.9675133136485765,1.9664771816443032,1.966662716965281,1.966688299128297
2.060162117386458,1.9956543220748186,1.9282012166097053,1.9133948336251336,1.9115847232524363,1.9113790349266975
2.0709405217387156,2.0031009554928527,1.9219404328042977,1.9009558956691321,1.8982932060409219,1.897989102363614
2.0809257614003256,2.007894013444566,1.906576842353018,1.8799975385428458,1.8766619527724737,1.87628164252006
2.0577548795419687,1.978941489167447,1.8609134766139994,1.8282971203475342,1.8241336926081024,1.8236576866466896
2.0455005386772855,1.9622550032058528,1.8285329030427508,1.789862786439477,1.7849082966199257,1.7843417716131227
2.0526226100945526,1.9637803067369632,1.8053035115809493,1.7592629606837435,1.7533630688154476,1.7526886378044717
2.055068582029745,1.9552149283517422,1.7660229383563142,1.710856280868998,1.7037493940887136,1.7029370169990878
2.0494059050666578,1.9439750936006484,1.7356867870254697,1.6809516956257735,1.6741965144249502,1.6734291272945678
2.059760663642045,1.951372483151637,1.7191005685679759,1.6523158571132186,1.6435436609380865,1.642541612427084
2.0671359849789153,1.9378281214766295,1.6734208079671096,1.6020107416234828,1.5925046719499198,1.5914172754417626
2.042778237063525,1.9089448824229276,1.6260519059343785,1.5519380586713123,1.542197609636271,1.5410891149087735
2.0481335393102182,1.9018502939082609,1.6012972022034702,1.521674079554099,1.511149190811735,1.5099554629619727
2.0380845724846792,1.879227335269997,1.557364709616376,1.4721949876696818,1.461211157335681,1.4599740105377883
2.0423328270235146,1.865946433216477,1.5151314537416656,1.4214110000951297,1.4095136105730448,1.40818033560188
2.0314603788875827,1.8483030808217387,1.4907999021932172,1.391215261316429,1.3789082881506793,1.3775372182297603
2.0411292157304373,1.8421410585551607,1.45744376255736,1.348746701707135,1.335660257000992,1.3342093779631328
2.0474197584876968,1.832652171881017,1.4269234570813423,1.30945144994589,1.2958411859199268,1.294338409085336
2.0139130465854382,1.7890624003489968,1.3665296165842493,1.2488729283634228,1.2357148866886267,1.2342622629814197
2.029589823695311,1.7873073354390818,1.3420171378508097,1.2168801079080633,1.2031341479744513,1.201616013617693
2.0199947782990204,1.7617420206134116,1.2996195013362726,1.1718635331708365,1.1584672584119131,1.1569935142311802
2.0227325250205066,1.745269592786265,1.2596975549568152,1.1355014833717594,1.1227039636044218,1.121296673099973
2.0077311835259524,1.724885245878633,1.2342197794236438,1.1140520188772927,1.101358625504686,1.0999708041863105
2.0088590646672215,1.7117305187364507,1.2067247336777216,1.0792610791592685,1.065866434843108,1.0643827049328969
2.0165561472758466,1.6984573015100026,1.1857269201381762,1.0630404335831578,1.050025314191377,1.0485822988724123
2.0059091432110376,1.6713257473779919,1.1527556481099321,1.0302920057749203,1.0173272245873188,1.015893353899168
2.00311291648833,1.6534501620594704,1.1241942671878664,1.001945466466424,0.9889252414971964,0.9874880305547165
1.984847684917547,1.6285711348678291,1.1006816327650448,0.9772857395494574,0.9640304447203145,0.9625686801840987
1.9963732648296397,1.622766300827454,1.0837130565649893,0.9538403290182731,0.9397251409554889,0.9381720614610722
1.9937554901869408,1.6040840808658026,1.0604322479708628,0.9324440016428525,0.9185912365959199,0.9170721139797543
1.9820233166248475,1.5875852101811372,1.038655967787067,0.9090370963793427,0.894993173478392,0.8934556817136615
1.9647180501098103,1.5621167535084877,1.012156910213901,0.8829467900849965,0.8690002119001803,0.8674729887749614
1.9753909272931172,1.5537174877334925,0.9940665821781283,0.8584868435799572,0.8437611139440335,0.8421618006929884
1.9743889099468617,1.5430967225584704,0.9709784541142992,0.8328256735716395,0.8180574701591874,0.8164443759525457
1.9552612576817259,1.5231177821432773,0.9478577976571779,0.8064319542234272,0.7916025870433085,0.7899896142340821
1.9616555249589644,1.5124819445346211,0.9291668432195517,0.7851274280730389,0.7700994546539693,0.7684646739871035
1.953436693403489,1.4919351364540712,0.9046336270044314,0.7669111586287952,0.7523384263008116,0.7507443211169694
1.9467601573748385,1.4788483597390987,0.8834377508903178,0.7424828199937591,0.7280414844985724,0.7264744266711244
1.9246472800330245,1.4546911541063916,0.8627636656071824,0.723778044447768,0.7096221204590512,0.7080906950264954
1.9186387627883983,1.443034356019136,0.845221065855199,0.7082167254506637,0.694714644304381,0.6932615965705631
1.916902179096125,1.4341227468231585,0.824272662251803,0.6891251830304618,0.6760603790198505,0.6746572324199587
1.896962453136872,1.4131931448734694,0.8083249600862263,0.6745524406964635,0.6617645560755551,0.6604008825675421
1.9065777471773002,1.4047699031005842,0.7905949461619416,0.661805446371747,0.6499673387462789,0.6487106471979556
1.8960162942087457,1.393892789084604,0.7766383311605742,0.6515362405965258,0.6398604032580314,0.6386195836168235
1.8893984185411274,1.3837242715112885,0.7703855631777015,0.6458925585219748,0.6341836423478188,0.6329436131985327
1.9018203462655305,1.3864681003888257,0.760332308012104,0.6399427974737928,0.6291589291932891,0.6280234803988745
1.8938989526091414,1.371454824349098,0.752914918179314,0.6313193997383417,0.6201937552018146,0.6190244692919994
1.8708657548673402,1.3579936625632896,0.7390015453825276,0.6235153159397158,0.6129275916806778,0.6118135747773675
1.8750458433465027,1.352862043129481,0.736088249791521,0.6203915709045326,0.6095759377171167,0.6084296597783805
1.861379564910359,1.3410779059380673,0.72691830123114,0.6127711184181361,0.6023720163134444,0.60128572157553
1.8577346620363364,1.3349939224205345,0.7181338276916533,0.6046596372362829,0.5945695219675905,0.5935237438897708
1.8504941343815478,1.3317136792841495,0.7175314364483316,0.599687955750146,0.5896406060861786,0.5886141314491703
1.8382625051563803,1.3200961422379178,0.7095770874426413,0.5979891757096494,0.5881896666775307,0.5871886493354364
1.8275690930811648,1.3094985308671199,0.6961584099528249,0.5873958466194664,0.5782946180266758,0.5773731304248116
1.8418370466988034,1.3072510742984889,0.6903933929758085,0.5861651146816016,0.577482366151958,0.5766090513636039
1.8373030147002256,1.3013158601553276,0.6883283579012011,0.5820568382070702,0.5728453598199001,0.571908756235138
1.8320107116207514,1.297235101501643,0.6748535513712728,0.5734225233290816,0.5652858268979345,0.5644805708180283
1.8373054419123813,1.2922214265453749,0.6775317478531486,0.5720155594392277,0.5636460932313541,0.5628144778819968
1.8445126286626956,1.2886042128912087,0.6749344223683749,0.5736591380739615,0.5653371961092531,0.5645109704156127
1.8451291167341728,1.2780822361815949,0.6602230498767758,0.5630147218200258,0.5552683652348966,0.554503080334636
1.8248516460269717,1.2638249592418362,0.6554066719215356,0.5599648048170873,0.5524287630341282,0.551683714058033
1.8111738133237354,1.2595655709996132,0.6567906428555635,0.5593454098890438,0.5518217360082425,0.5510822436544633
1.8072937172037746,1.2517645339040142,0.6522120199304634,0.5534959076880238,0.5458684918068015,0.5451268454645954
1.810204990624098,1.2435192514980178,0.643524597126862,0.5507246051623421,0.5438420338044064,0.5431762205186415
1.809871339787456,1.239808193849876,0.6436847102820444,0.5486895102441838,0.5415457880373377,0.5408772864722887
1.797268106507322,1.2305472240929314,0.6410422982544554,0.5473260293995474,0.5403307555484236,0.5396511572249542
1.8013712342088435,1.2273844488377241,0.6305480319251704,0.5428885145645506,0.5368160810779479,0.5362782338994738
1.813238431697144,1.2247844211784273,0.6281775653404592,0.5392938955891463,0.5327697115821923,0.5321398614663017
1.8045574815167094,1.217302347845898,0.6204608460956933,0.5356992311372375,0.5298017294399916,0.529236932278679
1.7889227046924423,1.216533011532477,0.6185317121752423,0.5338642077785442,0.52780646377969,0.5272275928231216
1.8025496216781673,1.2216688439896821,0.6181468113766033,0.533398489898762,0.5273716173588381,0.5267954003431282
1.8044454424456167,1.2137927917372335,0.6119742019841301,0.528961579711361,0.5232598396964212,0.5227195173802559
1.7908698276784174,1.2125633749790006,0.615706982370188,0.5282888673510419,0.5220819608579622,0.521491322755255
1.8030462500069624,1.2090658676609032,0.6060875527466071,0.5266496776821316,0.5212092962447054,0.5206870727324021
1.8061899137730308,1.208538010575639,0.6025246821593432,0.5237211373354234,0.518217777774364,0.5176942742342915
1.8080151639126625,1.2085273467250839,0.5997130199496625,0.521894843044468,0.5161609383209772,0.51561582290516
1.8203615179414856,1.2130197210820357,0.5993493510522255,0.5219948240736902,0.5162085275687238,0.515663816795581
1.8163321620985728,1.2116261202585166,0.5936340701034813,0.5179766502969185,0.5126754569654622,0.5121743669961935
1.8202403040630715,1.2082804179719846,0.5917912922020886,0.5167791152440567,0.5113778105188241,0.5108592795963913
1.7996436065193313,1.1952250762091914,0.588187198701143,0.515064834893544,0.5097784405167624,0.5092712780388787
1.8012310300867027,1.19772435061304,0.5860644478159857,0.5129264451046397,0.5078102702904057,0.5073278541994113
1.7909201519324933,1.1947195601710834,0.5848890265772408,0.5102805099795177,0.5050173627430885,0.5045166934953242
1.8074984252049464,1.2043581047411502,0.5815973508375931,0.5091554625364973,0.5038858452202938,0.5033917596629965
1.7880397388661904,1.1902490716904528,0.575136544028939,0.5068698573232182,0.501854217715935,0.5013734574993526
1.7995666194304551,1.1960351758420338,0.5735660402719837,0.5039730617647706,0.49913327752713216,0.4986808490126263
1.7810871450191146,1.1861984716161988,0.5701388915846856,0.502075846809912,0.4972362169016862,0.49677822935072796
1.7844274816833399,1.184709794307575,0.5664532739803182,0.4998209050397215,0.4952408815359983,0.49482028169588516
1.8068722074636985,1.1939642101479664,0.5646644735555705,0.4983255991904622,0.49385286860116956,0.49344655088561584
1.7929573414486342,1.1863828816888247,0.5639765073053673,0.49753316921258434,0.49282731498729965,0.49238803495794137
1.7897475790266735,1.1889343615727272,0.5606621509230749,0.4964251702169334,0.4918568303070583,0.4914322814193934
1.807772523887014,1.1896107252725088,0.5596189093269051,0.4950319892099765,0.49054907126359576,0.49013420936877555
1.7899956651984332,1.1854011724025644,0.5551541846506693,0.49333342474590697,0.48903653302266625,0.4886468929324861
1.8023314954699587,1.1865817162487393,0.5515759263044641,0.49294596606814123,0.4886336977732293,0.4882235528135575
1.7843150841324145,1.186958453854131,0.5527676728682255,0.49145781176006964,0.4873373696594023,0.48696850410109144
1.8156620392417566,1.186196015160332,0.5462534676223648,0.48990997972639005,0.4859127041196227,0.4855470135730245
1.7958818541873665,1.1822383470099032,0.546930610386517,0.48917590580279263,0.48531232216339765,0.4849831390638299
1.78438206004219,1.1735002400704975,0.5437773447631938,0.48854778404717863,0.48463207950389287,0.4842809115246507
1.8192444306043263,1.1877550466629316,0.5428850389443458,0.48777758715683667,0.4839378226215003,0.4835879335428758
1.782550441872401,1.1752676356606184,0.5399014788217408,0.48688813441019374,0.48316875300750883,0.48282631547090743
1.815435767276577,1.184585256187477,0.539563317511607,0.4862231516550191,0.4825024681026985,0.48216640213096634
1.7947499329308914,1.1861272666297642,0.5407950322610403,0.4861649256175753,0.48239685958571576,0.48205667046483913
1.813157570472213,1.1822090660673903,0.5380009420287047,0.485636151485808,0.48191006932264446,0.4815771868227775
1.807095456591148,1.1850715646089391,0.5358488163327622,0.48447784255085957,0.48085996271730586,0.48054091203414345
1.8269530794927318,1.1831146771726075,0.5358238570387426,0.484053458391663,0.4804033869197928,0.48008672225112775
1.8028276622373245,1.1742379034545423,0.5334158211987047,0.4833462599741071,0.47979425252443675,0.47947726035145805
1.8004039808704075,1.175075068284638,0.5319334605646171,0.4834094570268323,0.47991236942503857,0.47960695280933874
1.812476664827395,1.1768427680563907,0.5318719410305173,0.48282297066870844,0.4794043411068456,0.4791047240822898
1.8254690020970403,1.1838528196176852,0.5313969441409645,0.4829861306246397,0.47951059085719433,0.47919769724191674
1.8051527462686796,1.1754458048644343,0.5298091406153307,0.4817907847015047,0.4783998527817822,0.47809407154365463
1.794308315387057,1.1735912181853418,0.5275700498517798,0.48138087871816687,0.47809577335929965,0.4777929191467066
1.820070722282579,1.1780148897994918,0.5274682036266896,0.4811105194321246,0.47788474319481244,0.4775988431237599
1.802203924280443,1.1666511924949001,0.526910407183813,0.4812694506412793,0.4780210192031066,0.4777257769673748
1.8136321776025601,1.1701454026521363,0.5253337104869447,0.4807369303697649,0.47754033782119215,0.47724446643545204
1.8366112821697567,1.175684232723089,0.5237971672904173,0.47969471346143705,0.47654222164570864,0.4762584688181678
1.8336993140312365,1.177379004972875,0.5239988625929966,0.4791725552899856,0.4758629391704095,0.4755599010992125
1.8367954527240788,1.1739550900673215,0.5237003969806514,0.47912248549883235,0.47586101120401,0.47555868660978984
1.8319614497373093,1.167484501707917,0.5221285536671072,0.47926921426902325,0.4759244556212543,0.4756089161180095
1.840837630812956,1.1714266524995696,0.521514742473909,0.47766205517817156,0.4743552155473186,0.47404611461983076
1.8326661975092278,1.1720576442445851,0.5194743191073337,0.47693544565455237,0.4734237427933283,0.47308552019247635
1.848745377279913,1.1771007458031524,0.5204780247571112,0.47710736874245807,0.4733351456920598,0.4729586618357498
1.858221565793077,1.1765624191783157,0.5191447527997199,0.47542197650200596,0.4714578418903033,0.47106216208292834
1.8654197724896622,1.175588146877741,0.516923454700227,0.47406808514300913,0.46967735445169856,0.4692138019080857
1.8511025981056441,1.1674990885422671,0.5166031665354681,0.4719410397242784,0.46669032946844263,0.4661109718253169
1.8752410647202709,1.1783890446512462,0.5165032982718281,0.46901614331557206,0.46273793029842836,0.4620269654514906
1.866020831963339,1.1749331848941027,0.5162217494697888,0.46480464398731197,0.4569272887175176,0.4560197088866295
1.827261700085002,1.1594765734371757,0.5153969150351888,0.4594033537228002,0.4496993433349703,0.44857251910085844
1.8519390529857822,1.1669212137803424,0.5141085237465746,0.45161566102163064,0.4400869229871422,0.43876388167145713
1.8646575973602466,1.1620798489068986,0.5128070299664723,0.4416517232563615,0.428530529155698,0.4270687481398032
1.8641579516544942,1.1690821465312635,0.5124790136051988,0.4302663621427261,0.4166258435541956,0.41519866694981017
1.8529250933603187,1.155876584315369,0.5115727516415837,0.41874410834358744,0.4058292476427551,0.40455721600612243
1.856508597843447,1.1593856900718125,0.5097946217819401,0.4082033598660374,0.39758802236816815,0.396607741065514
1.852488668178592,1.1602222524542785,0.5071787886787661,0.3997109988223799,0.3918169418194935,0.3911293370589616
1.8847028983414906,1.166498503018771,0.5053685065006379,0.39467070052247066,0.38885227537263617,0.38835725136075444
1.8696291270231036,1.1554550202465284,0.5009309839831294,0.391697115306624,0.38739709427122115,0.38703554026154385
1.8643446220549817,1.1570706242061943,0.4984513953495685,0.39027263431399567,0.38645967695271644,0.386116488914776
1.8723770159734452,1.157655799429505,0.49095450860606243,0.3891368250048901,0.3858000864793813,0.38550805117941817
1.8812321062522759,1.1593659038544666,0.481366609474097,0.3886023795013191,0.3856209371782085,0.38535552602313866
1.8823458595511393,1.1572943145737429,0.47006526371506135,0.387727665741451,0.38486986947033913,0.38461329306754094
1.9199552026404665,1.1619625677806258,0.45941589191604004,0.3875651866287742,0.3847491368877115,0.38450110925197506
1.8932911914136863,1.1563263806622253,0.4489519685097714,0.3872859207198316,0.3845757631742524,0.38433642684565333
1.8895007528981362,1.151821445142883,0.4401520085678894,0.3872871576828539,0.3846255364520988,0.3843812511102379
