k=20,k=40,k=60
8.460030051816876,4.318083080285492,2.071530755086183
8.419042751166462,4.281923316069364,2.0448350876963612
8.27792943054549,4.224657297521644,2.0267040176087305
8.193385687546074,4.193849047338242,2.0157115225305415
8.149141123734509,4.191444358112241,2.0242212915582947
7.902538916945539,4.08543590211937,2.0083463149850775
7.740109814193382,4.038705970543283,1.9910813955191882
7.543734910700949,3.9532225661532583,1.9908291152903934
7.262666374774448,3.8234095114611475,1.9782308443007264
6.963257490921059,3.709696808029131,1.9675133136485765
6.543872485555703,3.567951284316173,1.9282012166097053
6.126642305807329,3.4750305583673358,1.9219404328042977
5.776083062232514,3.3787956675395714,1.906576842353018
5.303931132146014,3.249365687152384,1.8609134766139994
4.967452211888616,3.142180941018654,1.8285329030427508
4.744506703278052,3.057908215195096,1.8053035115809493
4.503254783552027,2.956283007996783,1.7660229383563142
4.310450626674044,2.8713490669592137,1.7356867870254697
4.185550507549703,2.802675270230034,1.7191005685679759
4.004606756434826,2.7123075248885113,1.6734208079671096
3.814973737015046,2.623751799382536,1.6260519059343785
3.616009554524431,2.5456056979101183,1.6012972022034702
3.431792867294207,2.468628397812309,1.557364709616376
3.281452633857142,2.3983224759943296,1.5151314537416656
3.13185685668458,2.3256301514752495,1.4907999021932172
3.0493202811270113,2.2684017939682355,1.45744376255736
2.920032072244852,2.2256397532804235,1.4269234570813423
2.8308381218178766,2.1384492696660264,1.3665296165842493
2.7263845205566986,2.0777217792956786,1.3420171378508097
2.652995505499398,2.016738150620409,1.2996195013362726
2.590302698712896,1.9596850715664358,1.2596975549568152
2.546951326558079,1.904189957464628,1.2342197794236438
2.4699553807999233,1.8567728586995778,1.2067247336777216
2.419650856956876,1.8095673935353866,1.1857269201381762
2.3573298246971004,1.7469259896687857,1.1527556481099321
2.3322371082797853,1.693710280875218,1.1241942671878664
2.277594013814986,1.6510718141077296,1.1006816327650448
2.2242648591690823,1.6231928135661455,1.0837130565649893
2.16318083946854,1.5821388095339484,1.0604322479708628
2.123713454228251,1.5535049721784255,1.038655967787067
2.057155796692354,1.5332381652381721,1.012156910213901
2.014920168403469,1.4939214216528414,0.9940665821781283
1.9554239366825823,1.463046643793315,0.9709784541142992
1.9377907612825058,1.4399151460687094,0.9478577976571779
1.9001315730727155,1.404132588694412,0.9291668432195517
1.8381515904471903,1.3656137280216474,0.9046336270044314
1.8097190975033925,1.329623425839001,0.8834377508903178
1.7766727096085981,1.3039027541793682,0.8627636656071824
1.742242652381294,1.279906934308079,0.845221065855199
1.7119644069907862,1.2482362900931023,0.824272662251803
1.6748813565651288,1.2189589588368324,0.8083249600862263
1.6502556588869772,1.1997322982144658,0.7905949461619416
1.6239086884224914,1.1836975527710405,0.7766383311605742
1.5942748899583092,1.1607732199191496,0.7703855631777015
1.563803849608241,1.1482998107890727,0.760332308012104
1.5440951908356662,1.1307486878884379,0.752914918179314
1.5228475120338392,1.1152370781278083,0.7390015453825276
1.5065767152752454,1.1096842389073243,0.736088249791521
1.4920413707496876,1.0915126238227602,0.72691830123114
1.4697420685672975,1.0739374984986887,0.7181338276916533
1.443295278190441,1.0683866527008707,0.7175314364483316
1.4469730345774707,1.060447959566891,0.7095770874426413
1.412649408506286,1.039154791849476,0.6961584099528249
1.4006324200585631,1.029329393782781,0.6903933929758085
1.4000252092696668,1.019856202041011,0.6883283579012011
1.381880749165941,1.004507511060894,0.6748535513712728
1.374902431766521,0.9985361441778047,0.6775317478531486
1.3704893383784087,0.9856301032174205,0.6749344223683749
1.35620584716249,0.9747915504984385,0.6602230498767758
1.3413739093550856,0.9657229513135511,0.6554066719215356
1.3372504833777517,0.9623808182061527,0.6567906428555635
1.3304271799131004,0.9583358721816742,0.6522120199304634
1.3191665521451428,0.9498171181185153,0.643524597126862
1.3087867539982698,0.9450116062638185,0.6436847102820444
1.290436566686129,0.9428601343881275,0.6410422982544554
1.2782865450274485,0.9315608223102364,0.6305480319251704
1.2698167106409937,0.929044785125448,0.6281775653404592
1.2603887875801352,0.9211484393251129,0.6204608460956933
1.2499855566615736,0.9195860417773489,0.6185317121752423
1.2441376371617348,0.9168721139690181,0.6181468113766033
1.2352186040458408,0.9109417206662657,0.6119742019841301
1.2695266688576288,0.9164685410891201,0.615706982370188
1.217196940040589,0.9032206233077961,0.6060875527466071
1.2165763642706162,0.9013956298347171,0.6025246821593432
1.206871269525918,0.8996125992774868,0.5997130199496625
1.2104333512978505,0.8968747788329824,0.5993493510522255
1.1983858162585719,0.8901174327736935,0.5936340701034813
1.199077532621476,0.8906540230028746,0.5917912922020886
1.189926413596322,0.8826106232706912,0.588187198701143
1.1813293109696783,0.882388397503277,0.5860644478159857
1.1883060620046262,0.8811146643708926,0.5848890265772408
1.1759825367414296,0.8779451750110058,0.5815973508375931
1.168542114111668,0.8715475282757026,0.575136544028939
1.1704772079547798,0.8684174670629752,0.5735660402719837
1.1625280748947884,0.8664014032080941,0.5701388915846856
1.1666109288319906,0.8616889185476058,0.5664532739803182
1.1546008610225937,0.8596700783715471,0.5646644735555705
1.1529029667443855,0.8550144731868038,0.5639765073053673
1.1475798029207331,0.8504426976065141,0.5606621509230749
1.1443676835613483,0.8466474902370016,0.5596189093269051
1.1398927928014178,0.833055323906326,0.5551541846506693
1.1332315697468411,0.816405962096944,0.5515759263044641
1.1392117497290197,0.8013346878390336,0.5527676728682255
1.1262898752068162,0.7666186183159988,0.5462534676223648
1.1243407717128766,0.7317735634282369,0.546930610386517
1.1193467220429354,0.6989786911135932,0.5437773447631938
1.1175284895689417,0.6767924280102775,0.5428850389443458
1.114261787415843,0.6623703216535932,0.5399014788217408
1.110189410141559,0.658677331080153,0.539563317511607
1.1327763887007698,0.6544446951101414,0.5407950322610403
1.1077123380079155,0.6504434212849431,0.5380009420287047
1.1025855782308525,0.648343843362333,0.5358488163327622
1.1040979283109635,0.6471046915779012,0.5358238570387426
1.099702585560554,0.6459318794088951,0.5334158211987047
1.0975962580842282,0.6426787033201725,0.5319334605646171
1.0983167325820677,0.6436765254253861,0.5318719410305173
1.0925762893456954,0.642073493486551,0.5313969441409645
1.088691339345772,0.6411519212477162,0.5298091406153307
1.0899561467297656,0.6390307390854693,0.5275700498517798
1.0880827800805193,0.6394945241031256,0.5274682036266896
1.0865831586874803,0.6383196982609676,0.526910407183813
1.082355219754876,0.6355742204810051,0.5253337104869447
1.0794440597186101,0.6338136564267232,0.5237971672904173
1.0826725144280107,0.6355594568522716,0.5239988625929966
1.0833162282390487,0.6332680568349992,0.5237003969806514
1.0787639841268677,0.6317317454994589,0.5221285536671072
1.0770417105131156,0.6320660970400664,0.521514742473909
1.0736042280779936,0.6289914251346019,0.5194743191073337
1.0714029734531494,0.6297430648197583,0.5204780247571112
1.070322970520067,0.6291498120312344,0.5191447527997199
1.067175236071478,0.6257650350281849,0.516923454700227
1.0681942507555506,0.6246324145271729,0.5166031665354681
1.0620897988595208,0.6242245831424508,0.5165032982718281
1.0572051488060565,0.6232561641155302,0.5162217494697888
1.048749994770234,0.6203959801817805,0.5153969150351888
1.0417477736127878,0.6179502797568157,0.5141085237465746
1.0184845866413585,0.6136710163108227,0.5128070299664723
0.9890011899359776,0.6100341656260005,0.5124790136051988
0.9517177470664019,0.6032651407808114,0.5115727516415837
0.9031679200421778,0.5944975543928807,0.5097946217819401
0.860896106616349,0.582818253833953,0.5071787886787661
0.831285115282134,0.5700254360527652,0.5053685065006379
0.8071040936230972,0.5563804318772013,0.5009309839831294
0.792746211215851,0.5479938662249059,0.4984513953495685
0.7768316452820861,0.5364660305116135,0.49095450860606243
0.7637614640423828,0.528157510972345,0.481366609474097
0.7524859931428031,0.519955838277309,0.47006526371506135
0.7428247768188487,0.5157265810609911,0.45941589191604004
0.726416083338838,0.5096476280064264,0.4489519685097714
0.7063932226493358,0.5040841623944295,0.4401520085678894
